,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
,Отказ от ответа,5,",4%",1,"1,1%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",2,"15,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,Затрудняюсь ответить,5,",4%",0,"0,0%",2,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",0,"0,0%",2,"4,8%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
16.3. Выборы депутатов маслихата,Каждый раз,478,"39,8%",21,"24,1%",36,"25,4%",9,"23,7%",17,"33,3%",27,"49,1%",26,"29,2%",9,"23,1%",32,"74,4%",35,"50,7%",21,"51,2%",28,"37,8%",25,"43,9%",18,"39,1%",18,"42,9%",51,"45,9%",6,"46,2%",20,"40,0%",16,"43,2%",24,"48,0%",39,"59,1%"
,В большинстве случаев,194,"16,2%",17,"19,5%",32,"22,5%",6,"15,8%",1,"2,0%",9,"16,4%",12,"13,5%",5,"12,8%",2,"4,7%",9,"13,0%",4,"9,8%",15,"20,3%",10,"17,5%",9,"19,6%",4,"9,5%",24,"21,6%",1,"7,7%",7,"14,0%",8,"21,6%",5,"10,0%",14,"21,2%"
,Никогда,500,"41,7%",47,"54,0%",69,"48,6%",23,"60,5%",33,"64,7%",19,"34,5%",48,"53,9%",25,"64,1%",9,"20,9%",21,"30,4%",15,"36,6%",30,"40,5%",22,"38,6%",19,"41,3%",19,"45,2%",34,"30,6%",4,"30,8%",19,"38,0%",13,"35,1%",19,"38,0%",12,"18,2%"
,Не имею права голосовать,16,"1,3%",0,"0,0%",2,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",3,"3,4%",0,"0,0%",0,"0,0%",3,"4,3%",0,"0,0%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",2,"1,8%",0,"0,0%",3,"6,0%",0,"0,0%",1,"2,0%",1,"1,5%"
,Отказ от ответа,9,",8%",2,"2,3%",2,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",2,"15,4%",1,"2,0%",0,"0,0%",1,"2,0%",0,"0,0%"
,Затрудняюсь ответить,3,",3%",0,"0,0%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
16.4. Референдумы,Каждый раз,567,"47,3%",25,"28,7%",44,"31,0%",10,"26,3%",24,"47,1%",30,"54,5%",41,"46,1%",13,"33,3%",34,"79,1%",41,"59,4%",19,"46,3%",36,"48,6%",33,"57,9%",26,"56,5%",19,"45,2%",46,"41,4%",9,"69,2%",23,"46,0%",23,"62,2%",31,"62,0%",40,"60,6%"
,В большинстве случаев,206,"17,2%",30,"34,5%",31,"21,8%",4,"10,5%",0,"0,0%",12,"21,8%",10,"11,2%",4,"10,3%",2,"4,7%",9,"13,0%",4,"9,8%",10,"13,5%",12,"21,1%",12,"26,1%",9,"21,4%",24,"21,6%",2,"15,4%",4,"8,0%",2,"5,4%",8,"16,0%",17,"25,8%"
,Никогда,396,"33,0%",29,"33,3%",61,"43,0%",24,"63,2%",27,"52,9%",13,"23,6%",36,"40,4%",22,"56,4%",7,"16,3%",15,"21,7%",16,"39,0%",25,"33,8%",12,"21,1%",7,"15,2%",12,"28,6%",39,"35,1%",1,"7,7%",20,"40,0%",12,"32,4%",10,"20,0%",8,"12,1%"
,Не имею права голосовать,19,"1,6%",0,"0,0%",3,"2,1%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,2%",0,"0,0%",0,"0,0%",3,"4,3%",1,"2,4%",3,"4,1%",0,"0,0%",1,"2,2%",0,"0,0%",2,"1,8%",0,"0,0%",3,"6,0%",0,"0,0%",0,"0,0%",1,"1,5%"
,Отказ от ответа,9,",8%",3,"3,4%",2,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",1,"7,7%",0,"0,0%",0,"0,0%",1,"2,0%",0,"0,0%"
,Затрудняюсь ответить,3,",3%",0,"0,0%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
16.5. Выборы акимов районов,Каждый раз,425,"35,4%",14,"16,1%",34,"23,9%",9,"23,7%",18,"35,3%",25,"45,5%",30,"33,7%",6,"15,4%",25,"58,1%",34,"49,3%",20,"48,8%",24,"32,4%",27,"47,4%",19,"41,3%",18,"42,9%",52,"46,8%",8,"61,5%",14,"28,0%",16,"43,2%",24,"48,0%",8,"12,1%"
,В большинстве случаев,150,"12,5%",12,"13,8%",21,"14,8%",4,"10,5%",1,"2,0%",7,"12,7%",7,"7,9%",6,"15,4%",1,"2,3%",8,"11,6%",5,"12,2%",15,"20,3%",10,"17,5%",5,"10,9%",10,"23,8%",21,"18,9%",1,"7,7%",3,"6,0%",4,"10,8%",6,"12,0%",3,"4,5%"
,Никогда,566,"47,2%",58,"66,7%",79,"55,6%",25,"65,8%",32,"62,7%",23,"41,8%",50,"56,2%",27,"69,2%",15,"34,9%",24,"34,8%",14,"34,1%",26,"35,1%",20,"35,1%",22,"47,8%",13,"31,0%",37,"33,3%",2,"15,4%",28,"56,0%",17,"45,9%",19,"38,0%",35,"53,0%"
,Не имею права голосовать,38,"3,2%",1,"1,1%",4,"2,8%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,2%",0,"0,0%",1,"2,3%",3,"4,3%",1,"2,4%",9,"12,2%",0,"0,0%",0,"0,0%",0,"0,0%",1,",9%",1,"7,7%",4,"8,0%",0,"0,0%",0,"0,0%",11,"16,7%"
,Отказ от ответа,9,",8%",2,"2,3%",3,"2,1%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,3%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"7,7%",1,"2,0%",0,"0,0%",1,"2,0%",0,"0,0%"
,Затрудняюсь ответить,12,"1,0%",0,"0,0%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",9,"13,6%"
16.6. Выборы сельских акимов,Каждый раз,395,"32,9%",3,"3,4%",27,"19,0%",8,"21,1%",20,"39,2%",24,"43,6%",28,"31,5%",5,"12,8%",26,"60,5%",29,"42,0%",22,"53,7%",21,"28,4%",24,"42,1%",21,"45,7%",19,"45,2%",57,"51,4%",7,"53,8%",12,"24,0%",13,"35,1%",24,"48,0%",5,"7,6%"
,В большинстве случаев,119,"9,9%",2,"2,3%",17,"12,0%",3,"7,9%",1,"2,0%",5,"9,1%",6,"6,7%",6,"15,4%",2,"4,7%",5,"7,2%",7,"17,1%",9,"12,2%",9,"15,8%",3,"6,5%",5,"11,9%",22,"19,8%",1,"7,7%",2,"4,0%",6,"16,2%",4,"8,0%",4,"6,1%"
,Никогда,615,"51,3%",72,"82,8%",89,"62,7%",27,"71,1%",30,"58,8%",26,"47,3%",53,"59,6%",28,"71,8%",13,"30,2%",31,"44,9%",11,"26,8%",35,"47,3%",24,"42,1%",22,"47,8%",17,"40,5%",31,"27,9%",2,"15,4%",28,"56,0%",18,"48,6%",21,"42,0%",37,"56,1%"
,Не имею права голосовать,47,"3,9%",7,"8,0%",4,"2,8%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,2%",0,"0,0%",1,"2,3%",3,"4,3%",0,"0,0%",9,"12,2%",0,"0,0%",0,"0,0%",0,"0,0%",1,",9%",2,"15,4%",6,"12,0%",0,"0,0%",1,"2,0%",11,"16,7%"
,Отказ от ответа,10,",8%",3,"3,4%",4,"2,8%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,3%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"7,7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,Затрудняюсь ответить,14,"1,2%",0,"0,0%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,4%",0,"0,0%",0,"0,0%",2,"4,0%",0,"0,0%",0,"0,0%",9,"13,6%"
,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
17. В какой мере на Ваш взгляд мнение таких людей как Вы учитывается правительством при принятии важных государственных решений?,В полной мере учитывается,153,"12,8%",2,"2,3%",24,"16,9%",0,"0,0%",4,"7,8%",2,"3,6%",6,"6,7%",1,"2,6%",10,"23,3%",11,"15,9%",6,"14,6%",3,"4,1%",4,"7,0%",7,"15,2%",3,"7,1%",32,"28,8%",4,"30,8%",3,"6,0%",4,"10,8%",3,"6,0%",24,"36,4%"
,В некоторой степени учитывается,294,"24,5%",12,"13,8%",42,"29,6%",7,"18,4%",7,"13,7%",16,"29,1%",18,"20,2%",12,"30,8%",12,"27,9%",21,"30,4%",8,"19,5%",13,"17,6%",13,"22,8%",9,"19,6%",26,"61,9%",27,"24,3%",2,"15,4%",11,"22,0%",7,"18,9%",9,"18,0%",22,"33,3%"
,Частично учитывается,260,"21,7%",24,"27,6%",21,"14,8%",7,"18,4%",9,"17,6%",14,"25,5%",19,"21,3%",10,"25,6%",7,"16,3%",17,"24,6%",7,"17,1%",10,"13,5%",19,"33,3%",16,"34,8%",6,"14,3%",27,"24,3%",2,"15,4%",14,"28,0%",10,"27,0%",10,"20,0%",11,"16,7%"
,Скорее не учитывается,268,"22,3%",16,"18,4%",33,"23,2%",17,"44,7%",14,"27,5%",12,"21,8%",26,"29,2%",6,"15,4%",3,"7,0%",9,"13,0%",8,"19,5%",29,"39,2%",17,"29,8%",8,"17,4%",7,"16,7%",11,"9,9%",3,"23,1%",12,"24,0%",12,"32,4%",17,"34,0%",8,"12,1%"
,Абсолютно не учитывается,171,"14,3%",23,"26,4%",14,"9,9%",7,"18,4%",16,"31,4%",11,"20,0%",20,"22,5%",6,"15,4%",5,"11,6%",9,"13,0%",6,"14,6%",10,"13,5%",4,"7,0%",5,"10,9%",0,"0,0%",13,"11,7%",2,"15,4%",7,"14,0%",3,"8,1%",9,"18,0%",1,"1,5%"
,Отказ от ответа,10,",8%",0,"0,0%",4,"2,8%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,3%",0,"0,0%",1,"2,4%",3,"4,1%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,0%",0,"0,0%"
,Затрудняюсь ответить,44,"3,7%",10,"11,5%",4,"2,8%",0,"0,0%",1,"2,0%",0,"0,0%",0,"0,0%",4,"10,3%",5,"11,6%",2,"2,9%",5,"12,2%",6,"8,1%",0,"0,0%",1,"2,2%",0,"0,0%",1,",9%",0,"0,0%",3,"6,0%",1,"2,7%",1,"2,0%",0,"0,0%"
,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
18. В какой степени сегодня в нашей стране уважаются права человека?,В полной мере уважаются,197,"16,4%",5,"5,7%",22,"15,5%",1,"2,6%",6,"11,8%",2,"3,6%",7,"7,9%",4,"10,3%",16,"37,2%",16,"23,2%",5,"12,2%",5,"6,8%",5,"8,8%",4,"8,7%",5,"11,9%",38,"34,2%",6,"46,2%",6,"12,0%",5,"13,5%",6,"12,0%",33,"50,0%"
,В некоторой степени уважаются,597,"49,8%",45,"51,7%",72,"50,7%",19,"50,0%",21,"41,2%",22,"40,0%",43,"48,3%",19,"48,7%",20,"46,5%",37,"53,6%",16,"39,0%",35,"47,3%",43,"75,4%",33,"71,7%",28,"66,7%",48,"43,2%",6,"46,2%",26,"52,0%",18,"48,6%",19,"38,0%",27,"40,9%"
,"Скорее, не уважаются",212,"17,7%",20,"23,0%",29,"20,4%",14,"36,8%",8,"15,7%",17,"30,9%",18,"20,2%",2,"5,1%",1,"2,3%",11,"15,9%",8,"19,5%",17,"23,0%",8,"14,0%",4,"8,7%",4,"9,5%",8,"7,2%",1,"7,7%",13,"26,0%",9,"24,3%",15,"30,0%",5,"7,6%"
,Абсолютно не уважаются,144,"12,0%",11,"12,6%",10,"7,0%",4,"10,5%",15,"29,4%",11,"20,0%",19,"21,3%",9,"23,1%",3,"7,0%",4,"5,8%",5,"12,2%",10,"13,5%",1,"1,8%",5,"10,9%",3,"7,1%",16,"14,4%",0,"0,0%",4,"8,0%",5,"13,5%",8,"16,0%",1,"1,5%"
,Отказ от ответа,12,"1,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",2,"3,6%",0,"0,0%",1,"2,6%",0,"0,0%",0,"0,0%",5,"12,2%",2,"2,7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",2,"4,0%",0,"0,0%"
,Затрудняюсь ответить,38,"3,2%",6,"6,9%",9,"6,3%",0,"0,0%",1,"2,0%",1,"1,8%",2,"2,2%",4,"10,3%",3,"7,0%",1,"1,4%",2,"4,9%",5,"6,8%",0,"0,0%",0,"0,0%",2,"4,8%",1,",9%",0,"0,0%",1,"2,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
"19. Насколько Вы гордитесь тем, что Вы гражданин Казахстана?",Очень гордитесь,796,"66,3%",45,"51,7%",91,"64,1%",16,"42,1%",38,"74,5%",26,"47,3%",54,"60,7%",33,"84,6%",39,"90,7%",49,"71,0%",32,"78,0%",51,"68,9%",34,"59,6%",32,"69,6%",31,"73,8%",84,"75,7%",10,"76,9%",25,"50,0%",24,"64,9%",29,"58,0%",53,"80,3%"
,"Скорее гордитесь, чем нет",284,"23,7%",26,"29,9%",39,"27,5%",20,"52,6%",9,"17,6%",12,"21,8%",23,"25,8%",4,"10,3%",3,"7,0%",17,"24,6%",7,"17,1%",13,"17,6%",18,"31,6%",12,"26,1%",9,"21,4%",16,"14,4%",3,"23,1%",20,"40,0%",9,"24,3%",15,"30,0%",9,"13,6%"
,Не очень гордитесь,71,"5,9%",2,"2,3%",6,"4,2%",2,"5,3%",2,"3,9%",11,"20,0%",9,"10,1%",1,"2,6%",1,"2,3%",2,"2,9%",1,"2,4%",7,"9,5%",2,"3,5%",2,"4,3%",2,"4,8%",7,"6,3%",0,"0,0%",3,"6,0%",3,"8,1%",5,"10,0%",3,"4,5%"
,Совсем не гордитесь,33,"2,8%",10,"11,5%",2,"1,4%",0,"0,0%",0,"0,0%",6,"10,9%",3,"3,4%",1,"2,6%",0,"0,0%",1,"1,4%",1,"2,4%",1,"1,4%",1,"1,8%",0,"0,0%",0,"0,0%",4,"3,6%",0,"0,0%",2,"4,0%",0,"0,0%",0,"0,0%",1,"1,5%"
,Я не гражданин Казахстана,1,",1%",0,"0,0%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,Отказ от ответа,12,"1,0%",4,"4,6%",2,"1,4%",0,"0,0%",2,"3,9%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",1,"1,8%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,7%",1,"2,0%",0,"0,0%"
,Затрудняюсь ответить,3,",3%",0,"0,0%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",1,"1,8%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,,КАЗАХСТАН,,г. Астана,,г. Алматы,,Абайская область,,Акмолинская область,,Актюбинская область,,Алматинская область,,Атырауская область,,Западно-Казахстанская область,,Жамбылская область,,Жетысуская область,,Карагандинская область,,Костанайская область,,Кызылординская область,,Мангистауская область,,Туркестанская область,,Улытауская область,,Павлодарская область,,Северо-Казахстанская область,,Востночно-Казахстанская область,,г. Шымкент,
20.1. С Вашими соседями,Очень близким,366,"30,5%",8,"9,2%",40,"28,2%",5,"13,2%",6,"11,8%",13,"23,6%",36,"40,4%",13,"33,3%",18,"41,9%",20,"29,0%",16,"39,0%",28,"37,8%",13,"22,8%",16,"34,8%",17,"40,5%",47,"42,3%",7,"53,8%",10,"20,0%",7,"18,9%",16,"32,0%",30,"45,5%"
,Близким,507,"42,3%",41,"47,1%",60,"42,3%",24,"63,2%",28,"54,9%",25,"45,5%",28,"31,5%",19,"48,7%",16,"37,2%",38,"55,1%",21,"51,2%",18,"24,3%",18,"31,6%",18,"39,1%",21,"50,0%",45,"40,5%",5,"38,5%",21,"42,0%",13,"35,1%",21,"42,0%",27,"40,9%"
,Не очень близким,264,"22,0%",26,"29,9%",35,"24,6%",7,"18,4%",17,"33,3%",14,"25,5%",15,"16,9%",3,"7,7%",6,"14,0%",11,"15,9%",4,"9,8%",26,"35,1%",23,"40,4%",11,"23,9%",4,"9,5%",18,"16,2%",1,"7,7%",15,"30,0%",10,"27,0%",12,"24,0%",6,"9,1%"
,Совсем НЕ близким,48,"4,0%",8,"9,2%",7,"4,9%",2,"5,3%",0,"0,0%",3,"5,5%",1,"1,1%",4,"10,3%",3,"7,0%",0,"0,0%",0,"0,0%",1,"1,4%",3,"5,3%",1,"2,2%",0,"0,0%",1,",9%",0,"0,0%",4,"8,0%",6,"16,2%",1,"2,0%",3,"4,5%"
,Затрудняюсь ответить,12,"1,0%",4,"4,6%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",7,"7,9%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,7%",0,"0,0%",0,"0,0%"
,Отказ от ответа,3,",3%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,2%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
20.2. С Вашим городом или поселком,Очень близким,233,"19,4%",5,"5,7%",22,"15,5%",3,"7,9%",7,"13,7%",8,"14,5%",26,"29,2%",5,"12,8%",9,"20,9%",16,"23,2%",10,"24,4%",20,"27,0%",9,"15,8%",4,"8,7%",15,"35,7%",30,"27,0%",7,"53,8%",8,"16,0%",5,"13,5%",10,"20,0%",14,"21,2%"
,Близким,673,"56,1%",54,"62,1%",85,"59,9%",30,"78,9%",33,"64,7%",32,"58,2%",38,"42,7%",28,"71,8%",21,"48,8%",41,"59,4%",25,"61,0%",30,"40,5%",26,"45,6%",26,"56,5%",19,"45,2%",61,"55,0%",6,"46,2%",32,"64,0%",20,"54,1%",23,"46,0%",43,"65,2%"
,Не очень близким,248,"20,7%",19,"21,8%",31,"21,8%",5,"13,2%",10,"19,6%",14,"25,5%",14,"15,7%",5,"12,8%",10,"23,3%",12,"17,4%",6,"14,6%",20,"27,0%",22,"38,6%",13,"28,3%",8,"19,0%",19,"17,1%",0,"0,0%",7,"14,0%",9,"24,3%",16,"32,0%",8,"12,1%"
,Совсем НЕ близким,31,"2,6%",7,"8,0%",3,"2,1%",0,"0,0%",1,"2,0%",1,"1,8%",1,"1,1%",1,"2,6%",3,"7,0%",0,"0,0%",0,"0,0%",3,"4,1%",0,"0,0%",3,"6,5%",0,"0,0%",1,",9%",0,"0,0%",2,"4,0%",3,"8,1%",1,"2,0%",1,"1,5%"
,Затрудняюсь ответить,10,",8%",2,"2,3%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",7,"7,9%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,Отказ от ответа,5,",4%",0,"0,0%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",3,"3,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
20.3. Со своей областью,Очень близким,164,"13,7%",4,"4,6%",21,"14,8%",3,"7,9%",5,"9,8%",7,"12,7%",7,"7,9%",8,"20,5%",10,"23,3%",7,"10,1%",5,"12,2%",10,"13,5%",4,"7,0%",3,"6,5%",12,"28,6%",23,"20,7%",6,"46,2%",6,"12,0%",5,"13,5%",8,"16,0%",10,"15,2%"
,Близким,584,"48,7%",40,"46,0%",71,"50,0%",19,"50,0%",29,"56,9%",27,"49,1%",25,"28,1%",26,"66,7%",23,"53,5%",38,"55,1%",23,"56,1%",27,"36,5%",22,"38,6%",22,"47,8%",21,"50,0%",61,"55,0%",7,"53,8%",25,"50,0%",15,"40,5%",22,"44,0%",41,"62,1%"
,Не очень близким,370,"30,8%",25,"28,7%",42,"29,6%",15,"39,5%",16,"31,4%",20,"36,4%",42,"47,2%",4,"10,3%",7,"16,3%",23,"33,3%",10,"24,4%",28,"37,8%",30,"52,6%",17,"37,0%",9,"21,4%",24,"21,6%",0,"0,0%",15,"30,0%",12,"32,4%",18,"36,0%",13,"19,7%"
,Совсем НЕ близким,56,"4,7%",11,"12,6%",6,"4,2%",0,"0,0%",1,"2,0%",1,"1,8%",6,"6,7%",0,"0,0%",3,"7,0%",0,"0,0%",1,"2,4%",8,"10,8%",1,"1,8%",4,"8,7%",0,"0,0%",3,"2,7%",0,"0,0%",2,"4,0%",5,"13,5%",2,"4,0%",2,"3,0%"
,Затрудняюсь ответить,20,"1,7%",5,"5,7%",1,",7%",1,"2,6%",0,"0,0%",0,"0,0%",7,"7,9%",1,"2,6%",0,"0,0%",1,"1,4%",2,"4,9%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",2,"4,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,Отказ от ответа,6,",5%",2,"2,3%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,2%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
20.4. С Казахстаном,Очень близким,235,"19,6%",11,"12,6%",26,"18,3%",6,"15,8%",8,"15,7%",10,"18,2%",15,"16,9%",11,"28,2%",10,"23,3%",14,"20,3%",11,"26,8%",16,"21,6%",13,"22,8%",3,"6,5%",8,"19,0%",25,"22,5%",7,"53,8%",8,"16,0%",6,"16,2%",11,"22,0%",16,"24,2%"
,Близким,613,"51,1%",51,"58,6%",83,"58,5%",23,"60,5%",28,"54,9%",27,"49,1%",24,"27,0%",23,"59,0%",25,"58,1%",41,"59,4%",18,"43,9%",30,"40,5%",25,"43,9%",20,"43,5%",23,"54,8%",58,"52,3%",6,"46,2%",26,"52,0%",16,"43,2%",22,"44,0%",44,"66,7%"
,Не очень близким,280,"23,3%",11,"12,6%",27,"19,0%",7,"18,4%",15,"29,4%",17,"30,9%",35,"39,3%",4,"10,3%",7,"16,3%",12,"17,4%",8,"19,5%",20,"27,0%",19,"33,3%",18,"39,1%",11,"26,2%",24,"21,6%",0,"0,0%",13,"26,0%",11,"29,7%",16,"32,0%",5,"7,6%"
,Совсем НЕ близким,49,"4,1%",10,"11,5%",3,"2,1%",1,"2,6%",0,"0,0%",1,"1,8%",6,"6,7%",0,"0,0%",1,"2,3%",1,"1,4%",2,"4,9%",7,"9,5%",0,"0,0%",5,"10,9%",0,"0,0%",4,"3,6%",0,"0,0%",2,"4,0%",4,"10,8%",1,"2,0%",1,"1,5%"
,Затрудняюсь ответить,18,"1,5%",3,"3,4%",2,"1,4%",1,"2,6%",0,"0,0%",0,"0,0%",7,"7,9%",1,"2,6%",0,"0,0%",1,"1,4%",2,"4,9%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"2,0%",0,"0,0%",0,"0,0%",0,"0,0%"
,Отказ от ответа,5,",4%",1,"1,1%",1,",7%",0,"0,0%",0,"0,0%",0,"0,0%",2,"2,2%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",1,"1,4%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%"
20.5. С Центральной Азией,Очень близким,82,"6,8%",3,"3,4%",6,"4,2%",1,"2,6%",7,"13,7%",1,"1,8%",5,"5,6%",4,"10,3%",7,"16,3%",6,"8,7%",0,"0,0%",8,"10,8%",4,"7,0%",0,"0,0%",1,"2,4%",17,"15,3%",5,"38,5%",2,"4,0%",2,"5,4%",0,"0,0%",3,"4,5%"
